Frame,clavicle_out_l_RelLoc_X,clavicle_out_l_RelLoc_Y,clavicle_out_l_RelLoc_Z,clavicle_out_r_RelLoc_X,clavicle_out_r_RelLoc_Y,clavicle_out_r_RelLoc_Z,thigh_out_l_RelLoc_X,thigh_out_l_RelLoc_Y,thigh_out_l_RelLoc_Z,thigh_out_r_RelLoc_X,thigh_out_r_RelLoc_Y,thigh_out_r_RelLoc_Z,calf_knee_l_RelLoc_X,calf_knee_l_RelLoc_Y,calf_knee_l_RelLoc_Z,calf_knee_r_RelLoc_X,calf_knee_r_RelLoc_Y,calf_knee_r_RelLoc_Z,state,angle_left_deg,angle_right_deg
83,8.094162941,-12.67920303,-8.145997047,-14.86886406,-10.00323772,1.440823078,15.38970757,46.12306976,3.981077671,-7.623974323,49.75056458,5.021059513,46.10308456,49.06505203,-40.33362579,-22.65739059,41.68729019,-46.12001038,stand up,77.45593451,125.1203062
84,7.553277016,-12.8491087,-8.668557167,-14.41300488,-11.08039856,1.835012436,14.71058083,46.49717712,6.184235096,-8.322511673,50.30966568,6.02929306,46.72124863,48.80108261,-37.20183563,-21.33930588,40.20550156,-45.03714371,stand up,79.00655094,133.4858261
85,7.006171227,-12.9452076,-9.207120895,-14.01129913,-11.85796452,1.800462604,13.91520214,46.79409409,8.368480682,-9.017654419,50.80062103,6.979542732,47.19238281,48.4449501,-34.00187683,-20.18572426,38.7803421,-43.79899979,stand up,80.56280681,141.6613839
86,7.072141171,-13.05533218,-9.159887314,-13.86454964,-12.23723698,1.196250319,13.20718193,47.14785767,9.518623352,-9.357422829,51.24527359,6.84145689,48.23809814,47.54399109,-31.33199501,-19.33251953,37.51174927,-43.65267181,stand up,83.5334476,148.0689671
87,7.498486996,-13.23113155,-8.656629562,-13.78176785,-12.46381474,0.329819322,12.42659473,47.74472046,9.822050095,-9.614574432,51.58428955,5.786517143,49.56192398,45.70406723,-29.07449532,-18.52950478,36.33936691,-44.43597031,stand up,88.5247041,153.404362
88,8.087471008,-13.44226456,-7.846686363,-13.52641392,-12.78763103,-0.580632687,11.36077023,48.70142365,9.349998474,-10.13463306,51.76802826,3.947624683,50.83782196,42.55853271,-26.87153244,-17.52629471,35.16146088,-46.05925751,stand up,95.82951314,159.0135059
89,8.764537811,-13.64800072,-6.847697258,-12.98631096,-13.28448677,-1.461163163,9.967037201,49.9997406,8.233660698,-11.08250332,51.79962921,1.570296288,51.48544312,38.072155,-24.37247658,-16.27082443,33.79413605,-48.15595627,stand up,104.946164,165.6010607
90,9.534786224,-13.82188606,-5.652725697,-12.18962955,-13.85726166,-2.347692966,8.495597839,51.46760941,6.523877144,-12.26762867,51.69657516,-1.097768545,50.99968719,32.67362976,-21.57004166,-15.1420536,32.20206833,-50.30939484,stand up,114.7653946,171.5441189
91,10.35644054,-13.8995533,-4.26838398,-11.21269035,-14.38806534,-3.278383732,7.342548847,52.86461258,4.201555252,-13.32097816,51.46068192,-3.863892078,49.28578186,26.94548988,-18.80012512,-14.56791306,30.52519035,-52.37778854,stand up,124.2990022,174.7576237
92,11.14627552,-13.77781296,-2.851682901,-10.13201618,-14.81393909,-4.199189186,6.76548481,53.97119522,1.263344288,-14.01432037,51.0894165,-6.663909435,46.6247139,21.42274666,-16.4052124,-14.418437,28.889534,-54.46645737,stand up,132.9342727,175.5857849
93,11.84002304,-13.42593098,-1.622408628,-9.079025269,-15.08859253,-4.982841015,6.740299702,54.60426712,-2.220082283,-14.36668491,50.54554367,-9.520208359,43.42106628,16.45246124,-14.50253105,-14.34805584,27.29682922,-56.69517517,stand up,140.4131853,175.4399588
94,12.39316463,-12.95470428,-0.679522753,-8.239719391,-15.16564178,-5.548536777,7.071410656,54.648983,-6.068200111,-14.54087448,49.77127457,-12.40529728,40.11513138,12.26581001,-13.14295197,-14.30177689,25.69032288,-59.02418518,stand up,146.5595431,175.0265204
95,12.77205658,-12.53608513,0.037288666,-7.743631363,-15.03007603,-5.906665325,7.586251736,54.12392426,-9.97720623,-14.65923023,48.76849365,-15.18535614,37.14202499,8.913615227,-12.55381107,-14.3303442,24.0388546,-61.31533813,stand up,151.2741184,174.5753887
96,12.96570873,-12.28334332,0.642901659,-7.603523254,-14.73830032,-6.064939499,8.195193291,53.20258713,-13.57077408,-14.73004341,47.63276672,-17.70816994,34.57850266,6.100583076,-13.26406002,-14.52001476,22.33535576,-63.37783813,stand up,154.9119645,173.957331
97,12.99381065,-12.2102232,1.205515862,-7.767805576,-14.41722202,-5.956578255,8.815804482,52.1252861,-16.59473991,-14.73774338,46.48793411,-19.88756561,32.3513031,3.594997406,-15.25681591,-14.93493938,20.57862854,-65.05970001,stand up,157.8438537,173.0354469
98,12.90350151,-12.26798248,1.720291376,-8.170516968,-14.17796135,-5.504095554,9.370265007,51.04032135,-19.0864563,-14.71881008,45.40842056,-21.74178314,30.2999382,1.362216473,-17.83835983,-15.64497089,18.73285103,-66.29856873,stand up,160.34839,171.7401218
99,12.76396561,-12.38528347,2.142113447,-8.701931,-14.02767277,-4.744267464,9.785447121,49.96083832,-21.28478622,-14.74283981,44.4029808,-23.36725616,28.2914257,-0.614371896,-19.90566254,-16.6816082,16.71605682,-67.10186768,stand up,162.6370827,170.091811
100,12.6618576,-12.47628593,2.433156967,-9.201169014,-13.88462925,-3.895831108,9.987956047,48.8623848,-23.38066673,-14.88797092,43.44978333,-24.83438492,26.25464249,-2.371424437,-20.80389595,-18.05762863,14.50306129,-67.49195099,stand up,164.8814873,168.0865818
101,12.6785326,-12.45606518,2.595591545,-9.539115906,-13.66808128,-3.276413679,9.900162697,47.77749634,-25.35484123,-15.24082756,42.52092361,-26.08189964,24.2500248,-3.828525543,-20.80625534,-19.73657036,12.37599277,-67.6465683,stand up,167.1015657,165.7233776
102,12.84947395,-12.27614307,2.684545517,-9.674972534,-13.36362934,-3.084158897,9.444968224,46.8125,-27.06415367,-15.84992886,41.6498642,-27.06228447,22.43320274,-4.882320881,-20.46029282,-21.61116219,10.3315382,-67.51596832,stand up,169.1940233,163.172236
103,13.15091133,-11.9394722,2.789604664,-9.631383896,-13.01963329,-3.258281946,8.640890121,46.04428864,-28.45321274,-16.69804382,40.84829712,-27.79645538,20.80785942,-5.531972885,-19.90841866,-23.52585793,8.297836304,-67.1059494,stand up,171.1740101,160.6796777
104,13.54014111,-11.46603775,2.970659733,-9.455423355,-12.71577168,-3.573822975,7.568142414,45.46944046,-29.57479858,-17.73625374,40.06486893,-28.32856178,19.28723907,-5.813911438,-19.0025959,-25.31174088,6.503704071,-66.658638,stand up,173.1158798,158.3637271
105,14.00271511,-10.83654499,3.188216686,-9.184376717,-12.527668,-3.851908445,6.266775131,45.05525208,-30.48818207,-18.92790794,39.26798248,-28.70576477,17.91378784,-5.767708778,-17.83877945,-26.97557449,4.938948154,-66.26771545,stand up,174.9726992,156.1528593
106,14.54225349,-9.988302231,3.311383724,-8.827898979,-12.48708916,-4.059708118,4.778075218,44.75992203,-31.21391487,-20.23861122,38.46024323,-28.94864082,16.80228996,-5.479681492,-16.64277649,-28.45144272,3.547596931,-65.93318939,stand up,176.6523765,154.1382073
107,15.11893559,-8.896517754,3.222823143,-8.400091171,-12.56514454,-4.234796524,3.239690542,44.51239014,-31.78964233,-21.58108139,37.66914749,-29.08722115,15.93760967,-5.10418129,-15.59979343,-29.60032272,2.270239592,-65.64781952,stand up,178.1845576,152.5332796
108,15.6339407,-7.659861565,2.913117409,-7.954554081,-12.70715618,-4.371893406,1.835816383,44.25089264,-32.25452423,-22.82516289,36.93790436,-29.15410995,15.20004272,-4.799371719,-14.80092716,-30.4397049,1.138746738,-65.41711426,stand up,179.6444461,151.317059
109,16.01247406,-6.458535671,2.455699444,-7.542912483,-12.89961052,-4.412937164,0.690841675,43.96677017,-32.6020546,-23.86389732,36.32307053,-29.1395874,14.48549366,-4.637551308,-14.1882658,-31.24769592,0.366836786,-65.26978302,stand up,178.9434518,150.0511423
110,16.25731468,-5.413666248,1.917177439,-7.138653278,-13.18782902,-4.324007034,-0.141159073,43.69668198,-32.7754364,-24.64481354,35.90513611,-29.0312767,13.76950169,-4.629916191,-13.70800781,-32.24500275,0.095432997,-65.17391968,stand up,177.5935799,148.3916205
111,16.40008354,-4.54619503,1.322287321,-6.650433064,-13.60463524,-4.154807091,-0.62050426,43.502491,-32.69480515,-25.1811924,35.77154922,-28.8592453,13.07066345,-4.760545731,-13.32858467,-33.03483582,0.42117238,-65.2379303,stand up,176.3314869,146.9032865
112,16.45344734,-3.854882717,0.677406788,-6.034999371,-14.09403038,-4.030281067,-0.737562418,43.48480225,-32.2753067,-25.48613167,36.02053452,-28.61063194,12.46274281,-4.969567299,-13.08008766,-33.12490845,1.273608208,-65.43268585,stand up,175.2810673,146.3884144
113,16.4145565,-3.359812498,-0.012904406,-5.372778893,-14.54104805,-4.084408283,-0.567012668,43.7840538,-31.43492699,-25.61979866,36.74893951,-28.22554016,12.05099106,-5.138522148,-13.06618118,-32.21037292,2.079850435,-65.22502899,stand up,174.653018,147.6946189
114,16.29111099,-3.074270487,-0.730073452,-4.821006298,-14.87088203,-4.358511925,-0.265118122,44.50118637,-30.1223011,-25.67079163,37.93160248,-27.5120945,11.90807915,-5.130910873,-13.37977028,-30.62334061,2.409142256,-64.03649902,stand up,174.5929559,150.5157079
115,16.1257782,-2.988576889,-1.42365694,-4.538480759,-15.08033848,-4.735851288,0.00167191,45.58036423,-28.3759346,-25.75814056,39.32487869,-26.21506691,12.0069046,-4.895928383,-14.06787014,-29.26683998,2.783840895,-62.08169937,stand up,175.0132698,153.20796
116,15.97731304,-3.072413921,-2.052009106,-4.655204773,-15.17203712,-5.027043819,0.174020976,46.78211212,-26.35183334,-25.94847107,40.68843079,-24.39521217,12.14003754,-4.536807537,-15.0818615,-28.23992348,3.491222858,-59.96910858,stand up,175.5371339,155.6086937
117,15.84958172,-3.225940466,-2.643996477,-5.209778786,-15.0831852,-5.150330067,0.332609564,47.84085083,-24.32239914,-26.17431068,41.86946869,-22.31621742,12.14460182,-4.22846365,-16.50425148,-27.51912498,4.615587234,-58.24489594,stand up,175.8795638,157.7237067
118,15.66863632,-3.241717815,-3.269267082,-6.052506924,-14.74591827,-5.193990707,0.683257699,48.59796906,-22.57465935,-26.22163582,42.84588242,-20.29830742,11.96770763,-4.092055321,-18.50100517,-27.05194855,6.15607214,-57.24319077,stand up,175.9651613,159.4029031
119,15.3499527,-2.960857868,-3.94615531,-6.61764431,-14.61347961,-5.10777235,1.408798218,49.02006531,-21.26880074,-25.87289429,43.67225647,-18.60994911,11.59678268,-4.133477688,-21.14428902,-26.80697441,8.075284958,-57.05283737,stand up,175.8370615,160.2154127
120,14.88111305,-2.522924423,-4.615050316,-7.124818802,-14.49641037,-4.990303516,2.524620295,49.13838959,-20.39889145,-25.07255173,44.41718292,-17.41864777,11.02248096,-4.256474972,-24.34822273,-26.78490829,10.13298893,-57.43912506,stand up,175.5914082,160.1975877
121,14.35820866,-2.315419912,-5.212241173,-7.573016167,-14.4222374,-4.77758646,3.911395311,48.98687744,-19.92125511,-23.91696739,45.13568115,-16.77393341,10.29123497,-4.333436489,-27.96588516,-27.07345581,11.83480358,-57.90162659,stand up,175.3131595,159.2398741
122,13.87652779,-2.63916254,-5.733543396,-8.07540226,-14.39617538,-4.250436783,5.459989071,48.56711197,-19.89526176,-22.49795723,45.862957,-16.65931892,9.552521706,-4.309493065,-31.89361763,-27.66171074,12.70964432,-58.04248047,stand up,175.0917596,157.6870042
123,13.39583683,-3.513169289,-6.20126152,-8.61738205,-14.64718246,-2.95701623,7.128915787,47.85054398,-20.43128586,-20.82781792,46.56976318,-17.0271759,9.014864922,-4.246014595,-36.06960678,-28.39512444,12.74943924,-57.85599899,stand up,175.1169472,156.1075157
124,12.80954647,-4.762411118,-6.596398354,-9.509765625,-14.39762402,-1.531088352,8.911463737,46.80942154,-21.52718925,-18.89075661,47.15843964,-17.84438515,8.845000267,-4.261624813,-40.40692902,-29.01371193,12.27312374,-57.5546608,stand up,175.6029249,155.153365
125,12.08607578,-6.212124348,-6.824869156,-10.55594063,-13.82524681,0.109291077,10.83140659,45.43864441,-23.01607132,-16.66133118,47.5354538,-19.10397339,9.12682724,-4.427522659,-44.81459427,-29.55048752,11.32018852,-56.97436523,stand up,176.6506952,154.7269261
126,11.28427982,-7.773509502,-6.748944283,-11.64543629,-12.84823418,1.483380795,12.9247427,43.75956726,-24.64699173,-14.199296,47.59654236,-20.73243332,9.876799583,-4.735922813,-49.17660522,-29.48928833,9.943628311,-56.46138,stand up,178.2269812,155.4796751
127,10.4754467,-9.384981155,-6.265103817,-12.62637043,-11.69928646,2.683991194,15.17045689,41.80834198,-26.22172928,-11.6229353,47.27108002,-22.61117172,11.0720396,-5.170557022,-53.34052277,-28.61376762,8.309804916,-56.27695465,stand up,179.7458176,157.4130526
128,9.68910408,-10.95215988,-5.350047112,-13.4517622,-10.465065,3.681182861,17.44184875,39.59649658,-27.71248817,-9.097058296,46.47270584,-24.68081665,12.68087578,-5.785617352,-57.24436188,-26.79301262,6.467783451,-56.85775757,stand up,177.2692946,160.5116353
129,8.928342819,-12.36335945,-4.035580158,-14.12341404,-9.157559395,4.604518414,19.52030563,37.10287857,-29.24746895,-6.827236652,45.05850601,-26.96390724,14.66714287,-6.737640381,-60.92409515,-24.18395615,4.456072807,-58.67516327,stand up,174.2309875,164.5188552
130,8.197193146,-13.5249939,-2.365529537,-14.65475559,-7.791143417,5.264616013,21.17854118,34.34301376,-30.95576859,-5.035981178,42.90029144,-29.45771217,16.95232773,-8.194696426,-64.37750244,-21.29476357,2.399793148,-61.80252457,stand up,170.5007089,168.8714034
131,7.498927593,-14.36676121,-0.397956371,-15.08325768,-6.353402138,5.613100529,22.31181335,31.43571091,-32.80763626,-3.85527873,40.03501511,-32.07517242,19.37945366,-10.18290234,-67.45557404,-18.8318634,0.115132332,-65.53995514,stand up,166.1086572,173.0419614
132,6.839836597,-14.8362999,1.761174202,-15.42642307,-4.878762245,5.589985847,22.99375153,28.57636261,-34.616436,-3.23317194,36.7145462,-34.62666321,21.7179718,-12.49107456,-69.9865799,-17.17312622,-2.837651968,-68.87921143,stand up,161.3690415,176.9239931
133,6.25547266,-14.91044807,3.954017162,-15.67149448,-3.484028578,5.234515667,23.39462662,25.93450546,-36.18088531,-2.960220814,33.26211548,-36.82318878,23.77435303,-14.75738335,-71.97618103,-16.10203362,-6.217625618,-71.49468231,stand up,156.7016953,179.3297107
134,5.811532021,-14.61264515,6.017029285,-15.81296635,-2.321130037,4.673242569,23.67025375,23.55728722,-37.3894577,-2.83708787,29.9260025,-38.55183029,25.5733757,-16.71601868,-73.57025146,-15.10865974,-9.398910522,-73.72100067,stand up,152.2208158,175.4115494
135,5.551244736,-14.01371098,7.838058472,-15.88629532,-1.4942348,4.145562649,23.9084301,21.34745026,-38.24958801,-2.678829432,26.81538391,-39.86943817,27.31786728,-18.27562523,-74.97489166,-14.15194702,-12.11531448,-75.7153244,stand up,147.6466316,171.40981
136,5.445406437,-13.21323776,9.384239197,-15.91038704,-0.919300318,3.496086597,24.1347084,19.18180656,-38.84005737,-2.413152933,23.90704727,-40.87927246,29.21611977,-19.52250862,-76.25999451,-13.24368668,-14.39405346,-77.54449463,stand up,142.5390857,167.2580841
137,5.418977737,-12.3079958,10.68532467,-15.9285183,-0.543987751,3.081572056,24.28441238,17.04026985,-39.28687668,-2.108320713,21.15991783,-41.64670563,31.29312706,-20.71473885,-77.27474213,-12.50272942,-16.36563301,-79.17281342,stand up,136.7500937,162.9951035
138,5.428815842,-11.36391163,11.78307533,-15.92564392,-0.273787975,2.826988697,24.23015022,14.9449234,-39.70993042,-1.955662727,18.55451393,-42.21097946,33.10889435,-21.93020058,-78.109375,-12.12774372,-18.12815094,-80.57035065,stand up,130.910988,158.9244617
139,5.499207973,-10.41188812,12.69074631,-15.88761806,-0.101298094,2.730953693,23.8745575,12.88444996,-40.17686081,-2.138784409,16.0515728,-42.62129211,34.18193817,-23.28938866,-78.87342834,-12.25369263,-19.75004387,-81.77591705,stand up,125.8304564,155.3729754
140,5.682988644,-9.468626976,13.39445114,-15.82596779,-0.025010109,2.845478058,23.31387138,10.75388813,-40.67290878,-2.708329201,13.59294033,-42.92008209,33.86989975,-24.82437515,-79.86984253,-12.82040024,-21.32256699,-82.8289032,stand up,122.3910826,152.2239037
141,6.004947662,-8.555215836,13.88297081,-15.76970673,0.033253431,3.243517876,22.80775642,8.430319786,-41.14254761,-3.578877449,11.15584373,-43.11830902,31.18742371,-26.32291603,-81.61491394,-13.60356045,-22.89685059,-83.74610138,stand up,121.7535089,148.7802606
142,6.44266367,-7.686763763,14.17675018,-15.72728157,0.214636326,3.903150558,22.38573074,5.930244923,-41.51399231,-4.612313747,8.763623238,-43.19519806,26.67440987,-27.33333206,-83.85063171,-14.42689323,-24.40295219,-84.54560852,stand up,123.1540861,144.0498136
143,6.943289757,-6.857585907,14.3253088,-15.67988968,0.631523132,4.680550098,21.92552185,3.44427228,-41.82781601,-5.704054356,6.434160233,-43.12071228,21.71159172,-27.62798691,-86.01446533,-15.23351383,-25.77965927,-85.21324158,stand up,124.9070801,136.6644668
144,7.457828522,-6.058621407,14.37089443,-15.6049509,1.291698217,5.430090427,21.29843521,1.191270351,-42.05642319,-6.778405666,4.145884514,-42.89156723,17.85070801,-27.44804382,-87.6683197,-16.01302528,-26.9878273,-85.7646637,stand up,124.5106237,124.4403027
145,7.97198391,-5.297404289,14.32652473,-15.4806881,2.082699537,6.13489151,20.46257782,-0.658476353,-42.15648651,-7.788816929,1.905089617,-42.53695679,16.00678825,-27.70039368,-88.56781006,-16.77305412,-27.9913044,-86.22175598,stand up,119.731427,105.403416
146,8.506514549,-4.574137688,14.1961689,-15.28269482,2.825796604,6.889164448,19.57198334,-2.146196365,-42.22141647,-8.730021477,-0.210529566,-42.1102066,15.04633427,-28.54420471,-88.94134521,-17.54748344,-28.74677277,-86.59365082,stand up,112.1036616,82.30902278
147,9.090272903,-3.853046894,13.9920826,-14.99659538,3.31839323,7.76258707,18.69486046,-3.489732742,-42.21051407,-9.606233597,-2.103841305,-41.66772842,14.12066936,-29.19992256,-89.24302673,-18.42118073,-29.22346306,-86.87805176,stand up,102.2544416,62.83731361
148,9.730688095,-3.091275692,13.71705532,-14.63681793,3.690725565,8.67562294,17.87835121,-4.785358906,-42.11851883,-10.3916111,-3.721183538,-41.24945831,13.0783062,-29.65942383,-89.49583435,-19.4306221,-29.45571327,-87.06192017,stand up,89.17659926,49.15547748
149,10.40002632,-2.289330959,13.35737705,-14.24902344,3.838658333,9.516787529,17.17586136,-6.042379379,-41.95396423,-11.045578,-5.064070225,-40.87417221,12.02911091,-30.03690338,-89.65449524,-20.47149658,-29.54629707,-87.13710022,stand up,73.12481594,40.84735797
150,11.04521847,-1.486372948,12.91549206,-13.88771057,3.906655312,10.18315506,16.60128403,-7.216244698,-41.73714447,-11.56748009,-6.178867817,-40.53518295,11.10818577,-30.40427017,-89.70433807,-21.40565681,-29.60862541,-87.10745239,stand up,57.44503373,35.73336669
151,11.61709976,-0.710010529,12.43137169,-13.58069324,3.936815262,10.66714478,16.1079464,-8.258306503,-41.51889038,-12.0237751,-7.151865959,-40.1978302,10.26038456,-30.83880615,-89.65452576,-22.20932007,-29.71932983,-86.97922516,stand up,45.26912473,32.28387421
152,12.10438824,0.053042173,11.94463921,-13.31333828,3.919357061,11.03863716,15.6075592,-9.174972534,-41.33734894,-12.5063448,-8.090668678,-39.82030869,9.372932434,-31.39965439,-89.53205109,-22.97349358,-29.90999603,-86.75840759,stand up,36.45818774,29.47204044
153,12.54179478,0.838595629,11.436903,-13.04466152,3.830546141,11.3899231,15.03137398,-10.04538536,-41.17572403,-13.07044888,-9.076887131,-39.38850021,8.423527718,-32.10229874,-89.35941315,-23.76688957,-30.19916344,-86.4634552,stand up,29.56131758,26.74344365
154,12.97432804,1.678043604,10.83890152,-12.74129868,3.669029474,11.77020073,14.37356472,-10.96910858,-40.97841263,-13.71561623,-10.13020325,-38.91706467,7.472339153,-32.91411209,-89.14338684,-24.5514698,-30.600811,-86.12434387,stand up,23.77055481,23.85517232
155,13.40800095,2.601993084,10.10290337,-12.40062714,3.463381529,12.16268539,13.68121624,-11.98290634,-40.70713043,-14.40548706,-11.22393608,-38.41861343,6.565164089,-33.78152084,-88.87849426,-25.23946762,-31.10168076,-85.76197815,stand up,19.15220289,20.81874544
156,13.798419,3.650593758,9.252822876,-12.04318428,3.250283003,12.5222683,13.00223351,-13.04158592,-40.36819458,-15.09718704,-12.33539009,-37.88381958,5.707784176,-34.65864182,-88.56245422,-25.80832863,-31.64694214,-85.37361145,stand up,15.91559777,17.92831514
157,14.07934761,4.851651192,8.362400055,-11.6850872,3.054410219,12.82713413,12.35539913,-14.08553123,-39.98385239,-15.75839329,-13.47365379,-37.29315948,4.917253971,-35.52628326,-88.20241547,-26.3102684,-32.18066788,-84.94132996,stand up,13.93090093,15.58106524
158,14.19301605,6.17531538,7.506453991,-11.32953167,2.891349792,13.08877468,11.75754261,-15.09171677,-39.56056976,-16.35554695,-14.65400505,-36.64262772,4.251194,-36.38558197,-87.80603027,-26.78702736,-32.69133759,-84.45346069,stand up,12.8851992,14.05715559
159,14.11886978,7.511490822,6.732034683,-10.98766041,2.780622244,13.31968307,11.25981045,-16.0469532,-39.09307098,-16.82933807,-15.82257175,-35.98304367,3.79209733,-37.26652145,-87.36319733,-27.37604904,-33.41082382,-83.86670685,stand up,12.46869192,13.51574799
160,13.90024376,8.709960938,6.049025059,-10.69051075,2.74528265,13.51044178,10.91204834,-16.91640663,-38.59903717,-17.12287331,-16.91457558,-35.35139465,3.606645823,-38.12751007,-86.89426422,-28.01029587,-34.32575989,-83.21705627,stand up,12.35341691,13.9010432
161,13.62788963,9.662956238,5.440151691,-10.46660423,2.796220779,13.6443615,10.71993923,-17.6496563,-38.11261749,-17.23187637,-17.81010628,-34.82266235,3.736595869,-38.90715408,-86.43697357,-28.46925354,-35.73483658,-82.60747528,stand up,12.10863517,13.90888603
162,13.37763691,10.35627174,4.892742634,-10.30255222,2.931404114,13.73922825,10.66861534,-18.21607971,-37.65830994,-17.18109894,-18.55157089,-34.40502167,4.191681862,-39.61548233,-86.00367737,-28.56940269,-37.16036224,-82.15901947,stand up,11.42325474,13.71167727
163,13.16224289,10.85730743,4.422771931,-10.22926521,3.042912483,13.76848221,10.78600693,-18.62260056,-37.24836731,-17.00059891,-19.21243095,-34.13106918,4.943814278,-40.30980682,-85.58031464,-28.18805885,-38.85948563,-81.93341827,stand up,10.46831091,12.7354008
164,12.94248676,11.26438332,4.066693783,-10.2369833,3.145498037,13.76544189,11.13590336,-18.89728355,-36.90922928,-16.91267395,-20.07139969,-33.97375488,5.908267975,-40.94264603,-85.19395447,-25.61427689,-39.69779205,-82.55847931,stand up,9.912463813,7.868853197
165,12.68634796,11.63637066,3.864991665,-10.33767891,3.154951334,13.7136097,11.7667675,-19.03948212,-36.65319061,-16.86346054,-21.16950798,-33.96667099,7.052168369,-41.48075867,-84.86092377,-20.71117592,-39.01858521,-83.81932068,stand up,10.14744023,2.852656332
