Frame,clavicle_out_l_RelLoc_X,clavicle_out_l_RelLoc_Y,clavicle_out_l_RelLoc_Z,clavicle_out_r_RelLoc_X,clavicle_out_r_RelLoc_Y,clavicle_out_r_RelLoc_Z,thigh_out_l_RelLoc_X,thigh_out_l_RelLoc_Y,thigh_out_l_RelLoc_Z,thigh_out_r_RelLoc_X,thigh_out_r_RelLoc_Y,thigh_out_r_RelLoc_Z,calf_knee_l_RelLoc_X,calf_knee_l_RelLoc_Y,calf_knee_l_RelLoc_Z,calf_knee_r_RelLoc_X,calf_knee_r_RelLoc_Y,calf_knee_r_RelLoc_Z,state,angle_left_deg,angle_right_deg
166,12.41685009,11.9381609,3.8834095,-10.65440369,3.120958805,13.49952221,12.66095829,-19.01883507,-36.49318314,-16.49197578,-22.07346535,-34.17438889,8.381911278,-41.90769196,-84.59531403,-15.96120167,-37.7736969,-84.7478714,stand up,11.04094046,14.98153881
167,12.19820786,12.05297661,4.240393639,-11.24356174,2.928560972,13.02556992,13.73586082,-18.78809929,-36.48491669,-15.6802206,-22.29968834,-34.57116318,9.818591118,-42.15036774,-84.45567322,-12.80431747,-36.85037613,-85.34841919,stand up,12.3727778,21.15434538
168,12.27835178,11.2903595,5.775940418,-12.06490135,2.479159832,12.3332386,14.64385509,-17.37489128,-37.30180359,-14.76270866,-20.40019608,-35.75096893,11.08503532,-41.35504532,-85.02664185,-11.99068832,-36.35373688,-86.26230621,stand up,13.15892652,16.58201131
169,12.23077965,10.43238068,7.259643078,-12.8491478,2.121645212,11.54831696,15.63158035,-15.96213531,-38.01488113,-13.75095558,-18.49574471,-36.82220459,12.40210724,-40.56097412,-85.47895813,-11.14860821,-35.83475876,-87.03128052,stand up,14.82115922,11.04012756
170,12.05481052,9.489077568,8.677768707,-13.58584785,1.860141754,10.68048477,16.69445992,-14.55824947,-38.62094879,-12.64962387,-16.59564972,-37.78118896,13.76447105,-39.77541351,-85.81031799,-10.28256512,-35.29740143,-87.65341187,stand up,17.54785736,4.309496747
171,11.75110531,8.471244812,10.01739502,-14.23273087,1.663142443,9.79206562,17.82740974,-13.1716547,-39.11749649,-11.46395397,-14.70927048,-38.62488174,15.16640759,-39.00562668,-86.01911926,-9.397130966,-34.74582291,-88.12767029,stand up,21.56318836,3.709226413
172,11.47114277,6.352317333,11.69749451,-14.74291706,1.31893754,9.013104439,18.90793419,-10.19961834,-40.09645081,-10.43643284,-10.92690849,-40.15440369,16.26445961,-36.79826736,-86.56154633,-8.45892334,-33.04244995,-88.9078598,stand up,29.8700373,14.26555336
173,11.13034916,4.150557518,12.85287094,-15.12297726,0.893616676,8.362388611,19.98734856,-7.027417183,-40.92963409,-9.469056129,-7.050323486,-41.360569,16.58179855,-34.28408051,-86.99060822,-7.647183418,-30.75652122,-89.43630219,stand up,45.51380184,31.04583967
174,10.61980247,1.848727465,13.697052,-15.48320198,0.532388687,7.613110542,21.20531082,-3.84722352,-41.45846939,-8.351470947,-3.142029047,-42.23099899,16.91671944,-31.70232773,-87.11116028,-6.719304562,-28.41347504,-89.57752228,stand up,70.46834489,59.04618628
175,10.20947361,-0.014728308,14.06373978,-15.69513702,0.08020401,7.082223892,22.00669861,-0.991463661,-41.73373413,-7.657568932,0.221437216,-42.68077087,16.79595757,-28.78473473,-87.33599091,-6.114739895,-25.97509575,-89.5300293,stand up,95.88573277,87.63616976
176,9.865756989,-1.56057477,14.20899582,-15.82094765,-0.301581621,6.680369377,22.48838615,1.536846161,-41.79156494,-7.265559673,3.214794397,-42.8678627,16.58024788,-25.49272156,-87.6905899,-5.761791229,-23.63667488,-89.3310318,stand up,116.1170042,109.1379023
177,9.622146606,-2.805179358,14.21710205,-15.87784576,-0.496125221,6.371617317,22.59933853,3.720235825,-41.81182861,-7.192064285,5.763048172,-42.85222244,16.2909565,-22.99267006,-87.79600525,-5.837836266,-21.48579979,-89.05236053,stand up,129.982192,122.9322108
178,9.350553513,-4.046773911,14.13077164,-15.91693878,-0.733917952,6.074821949,22.74510193,5.898058414,-41.70811081,-7.084639549,8.302200317,-42.69950867,16.01219368,-20.49100494,-87.77120972,-5.855899811,-19.33824921,-88.63352203,stand up,140.9052657,133.1081514
179,9.257321358,-5.04475832,13.88008595,-15.88888359,-0.92086792,5.942571163,22.56064987,7.679545879,-41.67871475,-7.269506931,10.3418169,-42.44228745,15.42770672,-18.83776855,-87.5785675,-6.395065784,-17.41304398,-88.25865173,stand up,148.7813053,140.7684721
180,9.341488838,-5.841964722,13.48105621,-15.79831982,-1.162731647,6.153357029,22.17711449,9.087246895,-41.67333984,-7.648693085,12.00997829,-42.15713882,14.43174648,-17.35222244,-87.46329498,-7.296012402,-15.63385105,-87.97599792,stand up,155.6399807,147.5250145
181,9.599984169,-6.401878357,12.98485947,-15.64591217,-1.520115137,6.471502781,21.62285233,10.04654121,-41.69902039,-8.199954033,13.28055286,-41.90027618,13.04918671,-15.99388695,-87.4890213,-8.448706627,-14.01960278,-87.83441925,stand up,162.0591408,153.8158796
182,10.00012302,-6.695813179,12.45949268,-15.43138885,-1.938736439,6.876242161,20.90125656,10.51882553,-41.79722595,-8.926121712,14.05864906,-41.71417236,11.48786068,-14.94852924,-87.64678192,-9.694144249,-12.69872761,-87.85345459,stand up,167.9416729,159.5152181
183,10.51442528,-6.699448586,11.95458221,-15.13580799,-2.326142788,7.528138161,19.97520638,10.5294342,-41.99781418,-9.866199493,14.20484161,-41.63594055,10.02810574,-14.41423321,-87.9265213,-10.93370056,-11.87918186,-88.04698181,stand up,172.9690389,164.6627443
184,11.17819214,-6.258291245,11.51408005,-14.74155521,-2.653312683,8.308243752,18.75098419,10.04120064,-42.28844452,-11.11906719,13.37473392,-41.73579407,8.959048271,-14.56179619,-88.38282776,-12.09665394,-11.95733547,-88.48679352,stand up,176.7827213,169.4745825
185,11.8074007,-5.807227135,11.04021072,-14.29795742,-2.944481373,9.081113815,17.52863884,9.514945984,-42.54277802,-12.36583519,12.50907135,-41.79502869,7.869978428,-14.73923302,-88.79829407,-13.27202892,-12.06302643,-88.8737793,stand up,178.7616658,174.985473
186,12.50139809,-4.988694191,10.59963703,-13.76726437,-3.122472763,9.922242165,16.21175194,8.636111259,-42.7822113,-13.70140648,10.96713543,-41.90037918,7.034079075,-15.30909538,-89.26278687,-14.39826488,-12.78893948,-89.35657501,stand up,174.262847,178.5875839
187,13.13223267,-4.043984413,10.1692915,-13.23624516,-3.040635586,10.76815128,15.00133991,7.488340378,-42.96442413,-14.94124126,9.249443054,-41.9946022,6.228399277,-15.97136307,-89.71848297,-15.21987057,-14.03948689,-89.69493103,stand up,168.7025091,171.4163433
188,13.64092255,-3.072077036,9.783733368,-12.75009537,-2.723884583,11.53460693,13.96505547,6.029903889,-43.08594894,-16.02537727,7.384782791,-42.02300262,5.486182213,-16.71423912,-90.17281342,-15.56973743,-15.24406052,-89.97645569,stand up,161.5943742,163.2008129
189,14.00888443,-2.129685879,9.483945847,-12.33495903,-2.261596918,12.15577126,13.12862968,4.318350792,-43.13161469,-16.91469002,5.452257156,-41.9859581,4.935686588,-17.54264259,-90.59949493,-15.54415417,-16.37688828,-90.15234375,stand up,151.6815934,152.8948901
190,14.24880505,-1.238030195,9.28868103,-12.03877068,-1.721990108,12.56899834,12.51473427,2.536296844,-43.08024597,-17.52628136,3.580898046,-41.86595154,4.693958282,-18.39697266,-90.94232178,-15.63594055,-17.4019928,-90.25270081,stand up,134.8381891,139.1676297
191,14.38207626,-0.427764654,9.186613083,-11.8603735,-1.096260548,12.83938885,12.14405441,0.889724493,-42.94281006,-17.83968735,1.862359047,-41.66652679,4.778872967,-19.1201992,-91.1860733,-15.84170437,-17.9041214,-90.39079285,stand up,100.2771972,122.0984459
192,14.42994213,0.243026018,9.150850296,-11.85296917,-0.433564186,12.89863586,12.01985741,-0.519555807,-42.75894928,-17.87893295,0.39319396,-41.44338226,5.113782883,-19.60257339,-91.35205078,-15.99488544,-18.04040718,-90.51367188,stand up,52.54695284,103.6479469
193,14.41685581,0.729733706,9.158384323,-12.0047121,0.275838375,12.76258278,12.11971664,-1.719075441,-42.55466461,-17.70810699,-0.796842575,-41.25561142,5.579978466,-19.88177299,-91.45115662,-15.912673,-18.07052994,-90.59506989,stand up,23.36744152,85.28241459
194,14.36762047,1.058530807,9.201753616,-12.20764637,0.987255573,12.53345013,12.39089775,-2.78493166,-42.32979584,-17.40594292,-1.715284586,-41.13647842,6.078280449,-20.05514526,-91.48156738,-15.53698444,-18.22867966,-90.6476593,stand up,7.138717478,68.98771259
195,14.30079651,1.323646307,9.280228615,-12.45975208,1.664948463,12.17759895,12.75543976,-3.740781546,-42.08464813,-17.03817749,-2.425628901,-41.05811691,6.58170414,-20.1517334,-91.45723724,-14.98944283,-18.41037369,-90.6778183,stand up,3.647086847,55.52459551
196,14.22457981,1.617568731,9.384309769,-12.71896553,2.244746685,11.76892471,13.15118694,-4.427886009,-41.86143875,-16.64230156,-2.970272303,-40.98917389,7.13925457,-20.13214302,-91.4120636,-14.4224062,-18.54068565,-90.69871521,stand up,10.87978446,45.06874223
197,14.15353394,1.910233498,9.469902039,-12.94819069,2.859866619,11.35400581,13.5312109,-5.11638546,-41.6230011,-16.26060104,-3.515547514,-40.90405273,7.687221527,-20.11229324,-91.34078217,-13.866395,-18.67162514,-90.69893646,stand up,16.22986106,36.43142071
198,14.07332134,2.151858807,9.549760818,-13.19550896,3.339111805,10.90600491,13.94554806,-5.5193367,-41.45026398,-15.84346294,-3.975093365,-40.83065796,8.259784698,-20.02438927,-91.28598022,-13.37155247,-18.76305389,-90.71848297,stand up,20.45019153,29.39137458
199,13.9795332,2.293890715,9.640860558,-13.44210911,3.708404303,10.45119762,14.40807152,-5.852264404,-41.31162643,-15.37948704,-4.33843708,-40.79069519,8.784924507,-19.92607689,-91.24407959,-12.88845253,-18.87073517,-90.76011658,stand up,24.79035987,23.26378566
200,13.86796951,2.391660213,9.758769989,-13.67781448,3.957569599,10.01889706,14.89274502,-6.202495098,-41.18726349,-14.89138794,-4.592805862,-40.78451538,9.256752968,-19.80807877,-91.21614838,-12.39731598,-18.96919632,-90.81959534,stand up,29.30124542,17.92009701
201,13.74914646,2.526986599,9.880674362,-13.90078068,3.878456354,9.637439728,15.32865143,-6.549322605,-41.06951904,-14.45091629,-4.801159859,-40.78692627,9.68465519,-19.6301403,-91.20001221,-11.9188118,-18.99379539,-90.88562775,stand,33.21084184,13.7423912
202,13.64506054,2.704876661,9.968018532,-14.05963326,3.676939011,9.40220356,15.65074444,-6.787955761,-40.96967697,-14.13191605,-5.042099953,-40.77194214,10.04270458,-19.33962059,-91.1936264,-11.51601982,-18.87974739,-90.95259094,stand,36.00514747,11.17996363
203,13.56950569,2.857357264,10.01646519,-14.14377213,3.538244963,9.309458733,15.84896278,-6.846899033,-40.89900208,-13.94806194,-5.320382118,-40.73558044,10.29542255,-18.90048409,-91.1958313,-11.2431736,-18.59306145,-91.02103424,stand,37.95601705,10.25317428
204,13.51552868,2.938401699,10.06276608,-14.18210888,3.545463085,9.276151657,15.96695137,-6.764161587,-40.85158539,-13.84620857,-5.556148529,-40.69612503,10.45670795,-18.31893349,-91.20461273,-11.08510971,-18.1490593,-91.09104919,stand,39.67500155,10.25329687
205,13.46540451,2.97729373,10.140872,-14.21094799,3.626936674,9.226285934,16.06019592,-6.633591652,-40.81401825,-13.76244831,-5.655151367,-40.67534256,10.58052063,-17.63387299,-91.21901703,-10.97079945,-17.59194756,-91.16122437,stand,41.58846612,10.39682212
206,13.40894699,3.031140566,10.24882793,-14.24592781,3.650790453,9.159767151,16.15999603,-6.490200996,-40.78677368,-13.66621971,-5.573910713,-40.68366241,10.7009325,-16.87981415,-91.24250031,-10.8466053,-16.95438004,-91.23334503,stand,43.83485322,10.31942514
207,13.34872246,3.110539913,10.35972786,-14.27305603,3.532367945,9.151994705,16.27124786,-6.273383141,-40.78631592,-13.55682755,-5.324214935,-40.72257996,10.81192112,-16.07349586,-91.28209686,-10.71240044,-16.25121307,-91.31503296,stand,46.41942717,9.967524844
208,13.29444218,3.168773651,10.45026779,-14.30510902,3.298562765,9.177171707,16.38539505,-5.898916721,-40.82859802,-13.44647121,-4.938620567,-40.79320526,10.89871883,-15.24936581,-91.3452301,-10.59218311,-15.5180397,-91.41577148,stand,49.2266304,9.147719154
209,13.25750828,3.149819374,10.51301956,-14.31526852,2.964824438,9.280931473,16.482687,-5.339818954,-40.91558456,-13.35651588,-4.443615913,-40.89700699,10.96227741,-14.47985172,-91.43634796,-10.49711514,-14.82561207,-91.53916931,stand,51.93277295,8.024709307
210,13.24526787,3.027194738,10.55270386,-14.31272888,2.576267719,9.400045395,16.53377724,-4.628401756,-41.03558731,-13.31567574,-3.857070208,-41.02869034,11.01533699,-13.82006454,-91.55286407,-10.42344093,-14.21961212,-91.67754364,stand,54.22577687,6.784931739
211,13.25849628,2.750200033,10.58610725,-14.29019165,2.173703909,9.516739845,16.4908638,-3.769934177,-41.18336487,-13.37322998,-3.179782629,-41.1740303,11.04619026,-13.24649429,-91.69232178,-10.38473415,-13.64567852,-91.8131485,stand,56.24913127,6.217006458
212,13.27441311,2.473032475,10.6087923,-14.26176739,1.745086908,9.619688988,16.44031334,-2.908992767,-41.31702042,-13.43754101,-2.500224113,-41.30621719,11.0729866,-12.66971207,-91.81630707,-10.34856319,-13.06814003,-91.93501282,stand,59.27154524,5.306247197
213,13.28625393,2.059137821,10.63579369,-14.20897388,1.355469227,9.744644165,16.33387947,-2.011597157,-41.45340347,-13.56504536,-1.823759079,-41.40468216,11.00524616,-12.04873943,-91.92980194,-10.37371349,-12.39064312,-92.02088928,stand,64.78444322,5.35504678
214,13.29881859,1.644676924,10.64565182,-14.13619518,0.975513458,9.90254879,16.21932983,-1.112490892,-41.57456589,-13.69929028,-1.146221161,-41.48941803,10.9331131,-11.42554855,-92.02687836,-10.40122986,-11.70973206,-92.09287262,stand,73.78645879,5.70338422
215,13.30838203,1.258635521,10.62926102,-14.05539703,0.650084019,10.06556702,16.11817932,-0.373345613,-41.66951752,-13.82519722,-0.561517477,-41.53926468,10.7690382,-10.82871532,-92.09222412,-10.46078682,-11.05130291,-92.13195801,stand,86.94624542,7.024948058
216,13.33864784,1.047730446,10.58442593,-13.97364998,0.442254543,10.21078873,16.01416969,0.037139654,-41.72164917,-13.93930626,-0.215184689,-41.56114578,10.6162014,-10.41452885,-92.12908936,-10.56953812,-10.59429646,-92.14863586,stand,96.62255873,14.99663388
217,13.3686285,0.83770752,10.53535938,-13.90555191,0.246357918,10.32170105,15.90888977,0.44786334,-41.76982117,-14.05453682,0.131231546,-41.5792923,10.4620409,-10.0001812,-92.16190338,-10.67924404,-10.13690186,-92.16132355,stand,108.8093593,70.50184423
218,13.39829159,0.62866807,10.48202515,-13.84483719,0.059306622,10.41381359,15.802351,0.85875392,-41.81401062,-14.17088318,0.477671623,-41.5937233,10.30657482,-9.585738182,-92.19065857,-10.78989697,-9.679174423,-92.16999817,stand,123.219817,160.4809519
219,13.42761326,0.420683622,10.42451859,-13.7799902,-0.12242198,10.51272202,15.69456196,1.26978159,-41.85425568,-14.2883358,0.824075937,-41.60443497,10.14981079,-9.171236038,-92.21538544,-10.90149021,-9.221190453,-92.17468262,stand,138.5044563,170.3925848
220,13.43338013,0.335502625,10.41321754,-13.73290539,-0.186645985,10.59556007,15.65769196,1.315194368,-41.87171936,-14.31981468,0.878614187,-41.60697556,10.09258747,-9.076887131,-92.23303986,-10.98671436,-9.10716629,-92.18043518,stand,141.940624,169.6054789
221,13.43898487,0.250303745,10.40146351,-13.68412781,-0.244706869,10.68339348,15.62086773,1.360660791,-41.88895798,-14.35125351,0.93319416,-41.60927963,10.03534794,-8.982461929,-92.25037384,-11.0717535,-8.993029594,-92.18582916,stand,145.3415255,168.7570713
222,13.44442558,0.165116787,10.38917351,-13.6412735,-0.294321775,10.76093864,15.58408737,1.406145096,-41.90587234,-14.38264847,0.987839699,-41.61132431,9.978099823,-8.888000488,-92.26731873,-11.15660477,-8.878761292,-92.19080353,stand,148.6860584,168.068509
223,13.44879532,0.179225206,10.39255905,-13.6138525,-0.226056576,10.81774235,15.57306671,1.17828846,-41.90663147,-14.38819313,0.840067863,-41.6065979,9.934747696,-9.015930176,-92.27584839,-11.21604538,-8.992433548,-92.19106293,stand,144.1345452,161.8892534
224,13.45318222,0.193309784,10.39589691,-13.58987999,-0.15630126,10.86677361,15.56151962,0.950425863,-41.90648651,-14.39412403,0.692307949,-41.60134125,9.891429901,-9.14375782,-92.28331757,-11.27479553,-9.105801582,-92.19068146,stand,139.0772329,154.196946
225,13.45757961,0.20737648,10.39918709,-13.56584263,-0.092053413,10.91240692,15.54944515,0.722658634,-41.90546417,-14.40044212,0.5446136,-41.59554672,9.84814167,-9.271377563,-92.28974915,-11.33285141,-9.218830109,-92.18966675,stand,133.5414697,144.7801602
226,13.46060181,0.28065443,10.4095459,-13.54682732,0.022006035,10.94694138,15.54765987,0.372254848,-41.89063263,-14.39626789,0.288826227,-41.58059311,9.818676949,-9.486907959,-92.28448486,-11.3718605,-9.423237801,-92.18042755,stand,122.6731876,124.7351421
227,13.46372032,0.376605988,10.41325378,-13.53214836,0.133919716,10.96935272,15.53969669,0.016200542,-41.87628174,-14.39820194,0.033521652,-41.56003571,9.791507721,-9.835195541,-92.28023529,-11.40668297,-9.740262985,-92.16454315,stand,110.414301,100.4055318
228,13.46721363,0.472646952,10.41559029,-13.522686,0.245255232,10.9792347,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,78.76115569
229,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
230,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
231,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
232,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
233,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
234,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
235,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
236,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
237,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
238,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
239,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
240,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
241,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
242,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
243,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
244,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
245,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
246,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
247,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
248,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
249,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
250,13.46721363,0.472646952,10.41559029,-13.52087116,0.234639645,10.97874641,15.53031921,-0.339651108,-41.85959244,-14.40126133,-0.221580267,-41.53757858,9.763246536,-10.18323326,-92.27365875,-11.44202995,-10.05693626,-92.14662933,stand,98.87397151,79.35204775
